2013-06-15,8:00 AM,Cedar Ridge,,Mackenzie,,Lakeview East
2013-06-15,9:00 AM,Brookside,,North Oshawa,,Lakeview East
2013-06-15,10:00 AM,Glen Stewart,,Connaught,,Lakeview East
2013-06-15,11:00 AM,Baker,,Kedron 1,,Lakeview East
2013-06-15,11:00 AM,Kedron 2,,"""bye""",,
2013-06-15,1:00 PM,North Oshawa,,Glen Stewart,,Lakeview East
2013-06-15,2:00 PM,Mackenzie,,Brookside,,Lakeview East
2013-06-15,3:00 PM,Kedron 1,,Cedar Ridge,,Lakeview East
2013-06-15,4:00 PM,Kedron 2,,Baker,,Lakeview East
2013-06-15,4:00 PM,Connaught,,"""bye""",,
2013-06-16,8:00 AM,Cedar Ridge,,Kedron 2,,Lakeview East
2013-06-16,9:00 AM,Brookside,,Kedron 1,,Lakeview East
2013-06-16,10:00 AM,Glen Stewart,,Mackenzie,,Lakeview East
2013-06-16,11:00 AM,Connaught,,North Oshawa,,Lakeview East
2013-06-16,11:00 AM,Baker,,"""bye""",,
2013-06-16,1:30 PM,1st Place,,2nd Place,,LAKEVIEW WEST
