2013-06-15,8:00 AM,Kedron 1,,Kedron 2,,Lakeview West
2013-06-15,9:00 AM,Brookside,,Glen Stewart,,Lakeview West
2013-06-15,10:00 AM,Mackenzie,,North Oshawa,,Lakeview West
2013-06-15,11:00 AM,Lake Vista,,Kedron 3,,Lakeview West
2013-06-15,4:00 PM,North Oshawa,,Lake Vista,,Lakeview West
2013-06-15,3:00 PM,Glen Stewart,,Mackenzie,,Lakeview West
2013-06-15,1:00 PM,Kedron 2,,Brookside,,Lakeview West
2013-06-15,2:00 PM,Kedron 3,,Kedron 1,,Lakeview West
2013-06-16,8:00 AM,Kedron 1,,Lake Vista,,Lakeview West
2013-06-16,9:00 AM,Brookside,,Kedron 3,,Lakeview West
2013-06-16,10:00 AM,Mackenzie,,Kedron 2,,Lakeview West
2013-06-16,11:00 AM,North Oshawa,,Glen Stewart,,Lakeview West
2013-06-16,3:30 PM,1st Place,,2nd Place,,Lakeview West
