2013-07-29,6:30 PM,Kedron 1,,MacKenzie,,Bridle
2013-07-29,6:30 PM,Kedron 3,,Brookside,,Northway Court
2013-07-29,6:30 PM,Kedron 4,,Lake Vista,,Chopin West
2013-08-05,6:30 PM,Lake Vista,,Kedron 1,,Cordova Valley
2013-08-05,6:30 PM,MacKenzie,,Kedron 2,,Margate
2013-08-05,6:30 PM,North Oshawa 2,,Kedron 3,,Northway Court
2013-08-05,6:30 PM,Brookside,,Kedron 4,,McLaughlin Park
2013-08-05,6:30 PM,North Oshawa 1,,Connaught,,Bridle
2013-08-05,6:30 PM,Thornton Dundee,,Cedar Ridge,,Chopin East
2013-08-05,6:30 PM,Harman Cordova,,Baker 1,,Chopin West
2013-08-05,6:30 PM,Kedron 5,,Baker 2,,Grand Ridge
2013-08-12,6:30 PM,Baker 2,,Harman Cordova,,Margate
2013-08-12,6:30 PM,Baker 1,,Thornton Dundee,,McLaughlin Park
2013-08-12,6:30 PM,Cedar Ridge,,Kedron 1,,Chopin East
2013-08-12,6:30 PM,Brookside,,North Oshawa 1,,Cordova Valley
2013-08-12,6:30 PM,Kedron 4,,North Oshawa 2,,Chopin West
2013-08-12,6:30 PM,Kedron 3,,MacKenzie,,Northway Court
2013-08-12,6:30 PM,Kedron 2,,Connaught,,Grand Ridge
2013-08-12,6:30 PM,Kedron 5,,Lake Vista,,Bridle
