2013-05-22,6:30 PM,Baker,,Kedron 1,,Northway Court
2013-05-22,6:30 PM,Brookside,,Kedron 3,,MacKenzie
2013-05-22,6:30 PM,Kedron 2,,Cedar Ridge,,Southmead Mini
2013-05-22,6:30 PM,Thornton Dundee,,MacKenzie,,Hyde
2013-05-29,6:30 PM,Kedron 1,,Brookside,,Hyde
2013-05-29,6:30 PM,Kedron 2,,Thornton Dundee,,Northway Court
2013-05-29,6:30 PM,Kedron 3,,Cedar Ridge,,Southmead Mini
2013-05-29,6:30 PM,Baker,,MacKenzie,,MacKenzie
2013-06-05,6:30 PM,Brookside,,Baker,,Southmead Mini
2013-06-05,6:30 PM,Cedar Ridge,,Kedron 1,,Northway Court
2013-06-05,6:30 PM,Thornton Dundee,,Kedron 3,,MacKenzie
2013-06-05,6:30 PM,MacKenzie,,Kedron 2,,Hyde
2013-06-12,6:30 PM,Kedron 1,,Thornton Dundee,,Southmead Mini
2013-06-12,6:30 PM,Brookside,,Cedar Ridge,,MacKenzie
2013-06-12,6:30 PM,Kedron 3,,MacKenzie,,Northway Court
2013-06-12,6:30 PM,Baker,,Kedron 2,,Hyde
2013-06-19,6:30 PM,Kedron 1,,Baker,,Southmead Mini
2013-06-19,6:30 PM,Brookside,,Kedron 3,,MacKenzie
2013-06-19,6:30 PM,Cedar Ridge,,Kedron 2,,Northway Court
2013-06-19,6:30 PM,Thornton Dundee,,MacKenzie,,Hyde
2013-06-26,6:30 PM,Brookside,,Kedron 1,,Hyde
2013-06-26,6:30 PM,Thornton Dundee,,Kedron 2,,MacKenzie
2013-06-26,6:30 PM,Cedar Ridge,,Kedron 3,,Southmead Mini
2013-06-26,6:30 PM,MacKenzie,,Baker,,Northway Court
2013-07-03,6:30 PM,Baker,,Brookside,,MacKenzie
2013-07-03,6:30 PM,Kedron 1,,Cedar Ridge,,Hyde
2013-07-03,6:30 PM,Kedron 3,,Thornton Dundee,,Northway Court
2013-07-03,6:30 PM,Kedron 2,,MacKenzie,,Southmead Mini
2013-07-10,6:30 PM,Thornton Dundee,,Kedron 1,,Southmead Mini
2013-07-10,6:30 PM,Cedar Ridge,,Brookside,,Northway Court
2013-07-10,6:30 PM,MacKenzie,,Kedron 3,,Hyde
2013-07-10,6:30 PM,Kedron 2,,Baker,,MacKenzie
2013-07-17,6:30 PM,Baker,,Cedar Ridge,,Southmead Mini
2013-07-17,6:30 PM,Brookside,,Thornton Dundee,,MacKenzie
2013-07-17,6:30 PM,Kedron 1,,MacKenzie,,Northway Court
2013-07-17,6:30 PM,Kedron 3,,Kedron 2,,Hyde
2013-07-24,6:30 PM,Kedron 2,,Kedron 1,,Hyde
2013-07-24,6:30 PM,MacKenzie,,Brookside,,Southmead Mini
2013-07-24,6:30 PM,Thornton Dundee,,Cedar Ridge,,Northway Court
2013-07-24,6:30 PM,Kedron 3,,Baker,,MacKenzie
2013-07-31,6:30 PM,Baker,,Thornton Dundee,,Northway Court
2013-07-31,6:30 PM,Cedar Ridge,,MacKenzie,,Hyde
2013-07-31,6:30 PM,Brookside,,Kedron 2,,MacKenzie
2013-07-31,6:30 PM,Kedron 1,,Kedron 3,,Southmead Mini
2013-08-07,6:30 PM,Baker,,Kedron 1,,MacKenzie
2013-08-07,6:30 PM,Kedron 3,,Brookside,,Northway Court
2013-08-07,6:30 PM,Kedron 2,,Cedar Ridge,,Southmead Mini
2013-08-07,6:30 PM,MacKenzie,,Thornton Dundee,,Hyde
2013-08-14,6:30 PM,Brookside,,Kedron 1,,Southmead Mini
2013-08-14,6:30 PM,Thornton Dundee,,Kedron 2,,MacKenzie
2013-08-14,6:30 PM,Cedar Ridge,,Kedron 3,,Hyde
2013-08-14,6:30 PM, MacKenzie,,Baker,,Northway Court
2013-08-21,6:30 PM,Baker,,Brookside,,MacKenzie
2013-08-21,6:30 PM,Kedron 1,,Cedar Ridge,,Northway Court
2013-08-21,6:30 PM,Kedron 3,,Thornton Dundee,,Southmead Mini
2013-08-21,6:30 PM,Kedron 2,,MacKenzie,, Hyde
2013-08-28,6:30 PM,Thornton Dundee,,Kedron 1,,Hyde
2013-08-28,6:30 PM,Brookside,,Cedar Ridge,,MacKenzie
2013-08-28,6:30 PM,MacKenzie,,Kedron 3,,Northway Court
2013-08-28,6:30 PM,Baker,,Kedron 2,,Southmead Mini
