2013-05-23,6:30 PM,Kedron 1,7,Brookside,2,Lakeview Southwest
2013-05-23,6:30 PM,Kedron 2,8,North Oshawa,0,Lakeview Southeast
2013-05-23,8:30 PM,Kedron 3,5,MacKenzie,2,Lakeview West
2013-05-23,8:30 PM,Lake Vista,4,Glen Stewart,0,Lakeview Centre
2013-05-30,8:30 PM,Brookside,4,Lake Vista,1,Lakeview West
2013-05-30,8:30 PM,MacKenzie,2,Kedron 1,5,Lakeview Centre
2013-05-30,6:30 PM,North Oshawa,5,Kedron 3,3,Lakeview Southwest
2013-05-30,6:30 PM,Glen Stewart,3,Kedron 2,7,Lakeview Southeast
2013-06-13,6:30 PM,MacKenzie,1,Lake Vista,5,Lakeview Southwest
2013-06-13,6:30 PM,North Oshawa,6,Brookside,3,Lakeview Southeast
2013-06-13,8:30 PM,Glen Stewart,0,Kedron 1,2,Lakeview Centre
2013-06-13,8:30 PM,Kedron 2,1,Kedron 3,0,Lakeview West
2013-06-20,6:30 PM,Brookside,2,Kedron 1,6,Lakeview Southeast
2013-06-20,6:30 PM,North Oshawa,7,Kedron 2,0,Lakeview Southwest
2013-06-20,8:30 PM,MacKenzie,1,Kedron 3,3,Lakeview West
2013-06-20,8:30 PM,Glen Stewart,2,Lake Vista,3,Lakeview Centre
2013-06-25,6:30 PM,Kedron 3,2,Glen Stewart,0,Lakeview Southeast
2013-06-27,6:30 PM,Lake Vista,8,Brookside,2,Lakeview Southwest
2013-06-27,8:30 PM,Kedron 1,0,MacKenzie,3,Lakeview West
2013-06-27,6:30 PM,Kedron 3,3,North Oshawa,4,Lakeview Southeast
2013-06-27,8:30 PM,Kedron 2,6,Glen Stewart,2,Lakeview Centre
2013-07-04,6:30 PM,North Oshawa,0,Kedron 1,3,Lakeview Southeast
2013-07-04,8:30 PM,MacKenzie,5,Brookside,1,Lakeview Centre
2013-07-04,6:30 PM,Glen Stewart,3,Kedron 3,4,Lakeview Southwest
2013-07-04,8:30 PM,Kedron 2,5,Lake Vista,1,Lakeview West
2013-07-05,8:30 PM,Kedron 1,8,North Oshawa,2,Lakeview West
2013-07-05,8:30 PM,Lake Vista,0,Kedron 2,2,Lakeview Centre
2013-07-09,6:30 PM,Brookside,3,MacKenzie,9,Lakeview Southwest
2013-07-11,6:30 PM,Lake Vista,3,MacKenzie,4,Lakeview Southeast
2013-07-11,8:30 PM,Kedron 1,3,Glen Stewart,1,Lakeview Centre
2013-07-11,6:30 PM,Kedron 3,1,Kedron 2,2,Lakeview Southwest
2013-07-18,6:30 PM,Kedron 2,1,Kedron 1,3,Lakeview Southwest
2013-07-18,6:30 PM,Glen Stewart,0,Brookside,7,Lakeview Southeast
2013-07-18,8:30 PM,North Oshawa,0,MacKenzie,6,Lakeview Centre
2013-07-18,8:30 PM,Kedron 3,2,Lake Vista,2,Lakeview West
2013-07-25,6:30 PM,Lake Vista,1,North Oshawa,2,Lakeview Southeast
2013-07-25,6:30 PM,MacKenzie,4,Glen Stewart,4,Lakeview Southwest
2013-07-25,8:30 PM,Brookside,4,Kedron 2,2,Lakeview West
2013-07-25,8:30 PM,Kedron 1,3,Kedron 3,1,Lakeview Centre
2013-08-01,8:30 PM,Lake Vista,,Kedron 1,,Lakeview West
2013-08-01,6:30 PM,Kedron 3,,Brookside,,Lakeview Southwest
2013-08-01,6:30 PM,Kedron 2,,MacKenzie,,Lakeview Southeast
2013-08-01,8:30 PM,Glen Stewart,,North Oshawa,,Lakeview Centre
